Time,Distance,Speed,Throttle,Brake,RPM,nGear,X,Y,Z
33.16,1423.8708333333338,116.0,70.0,False,10899.0,2,-185.50814239192368,-603.0688221544733,544.9905379472351
33.319,1428.9941666666673,116.0,100.0,False,11867.0,2,-188.4703869934066,-681.4100012584531,544.9562389017385
33.432,1433.2196803499037,126.56074378781184,100.0,False,11512.159008729523,2,-191.0,-728.0,545.0
33.64,1442.0125000000005,146.0,100.0,False,10859.0,3,-195.89930693237335,-782.3533526746353,545.2147913644427
33.732,1446.0026960003088,152.325,100.0,False,11358.675,3,-199.0,-810.0,545.0
33.8,1448.9902777777781,157.0,100.0,False,11728.0,3,-201.86094740641016,-835.8586633140649,544.6309719838296
33.96,1456.1902777777784,162.0,100.0,False,11758.0,3,-210.15944556897892,-910.8927156925254,543.3207959115919
34.032,1459.5516976145072,164.31428571428572,100.0,False,11592.142857142857,3,-214.0,-944.0,543.0
34.192,1467.2151259799932,169.45714285714286,100.0,False,11223.57142857143,3,-223.0,-1019.0,543.0
34.24,1469.4902777777784,171.0,100.0,False,11113.0,4,-226.42643015178237,-1049.1264486670846,543.0180699733586
34.4,1477.0902777777783,171.0,100.0,False,11591.0,4,-239.9563334870885,-1173.165447255131,542.9913880471289
34.472,1480.7692826035384,177.3,100.0,False,11459.0,4,-245.0,-1220.0,543.0
34.64,1489.8902777777785,192.0,100.0,False,11151.0,4,-252.41816100431754,-1289.4810015451849,543.1257196024111
34.84,1501.0013888888898,200.0,100.0,False,10890.0,5,-259.37544814266613,-1355.1565024662905,543.0333886732592
34.852,1501.684070808676,200.5,100.0,False,10912.8,5,-260.0,-1361.0,543.0
